sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample4	female	X	gene_test_60	test_escape	34	44	78
sample5	female	X	gene_test_60	test_escape	28	50	78
sample6	female	X	gene_test_60	test_escape	23	55	78
sample7	female	X	gene_test_60	test_escape	28	50	78
sample8	female	X	gene_test_60	test_escape	25	53	78
sample9	female	X	gene_test_60	test_escape	37	41	78
sample10	female	X	gene_test_60	test_escape	36	42	78
sample11	female	X	gene_test_60	test_escape	29	49	78
sample12	female	X	gene_test_60	test_escape	26	52	78
sample13	female	X	gene_test_60	test_escape	32	46	78
sample14	female	X	gene_test_60	test_escape	41	37	78
sample15	female	X	gene_test_60	test_escape	29	49	78
sample16	female	X	gene_test_60	test_escape	37	41	78
sample17	female	X	gene_test_60	test_escape	22	56	78
sample18	female	X	gene_test_60	test_escape	43	35	78
sample19	female	X	gene_test_60	test_escape	36	42	78
sample20	female	X	gene_test_60	test_escape	37	41	78
sample21	female	X	gene_test_60	test_escape	22	56	78
sample22	female	X	gene_test_60	test_escape	42	36	78
sample23	female	X	gene_test_60	test_escape	28	50	78
sample24	female	X	gene_test_60	test_escape	36	42	78
sample25	female	X	gene_test_60	test_escape	50	28	78
sample26	female	X	gene_test_60	test_escape	27	51	78
sample27	female	X	gene_test_60	test_escape	33	45	78
sample28	female	X	gene_test_60	test_escape	32	46	78
sample29	female	X	gene_test_60	test_escape	45	33	78
sample30	female	X	gene_test_60	test_escape	30	48	78
sample31	female	X	gene_test_60	test_escape	23	55	78
sample32	female	X	gene_test_60	test_escape	32	46	78
sample33	female	X	gene_test_60	test_escape	39	39	78
sample34	female	X	gene_test_60	test_escape	31	47	78
sample35	female	X	gene_test_60	test_escape	39	39	78
sample36	female	X	gene_test_60	test_escape	38	40	78
sample37	female	X	gene_test_60	test_escape	42	36	78
sample38	female	X	gene_test_60	test_escape	36	42	78
sample39	female	X	gene_test_60	test_escape	39	39	78
sample40	female	X	gene_test_60	test_escape	27	51	78
sample1	female	X	gene_test_61	test_escape	51	65	116
sample2	female	X	gene_test_61	test_escape	44	72	116
sample3	female	X	gene_test_61	test_escape	61	55	116
sample4	female	X	gene_test_61	test_escape	62	54	116
sample5	female	X	gene_test_61	test_escape	75	41	116
sample6	female	X	gene_test_61	test_escape	41	75	116
sample7	female	X	gene_test_61	test_escape	57	59	116
sample8	female	X	gene_test_61	test_escape	58	58	116
sample9	female	X	gene_test_61	test_escape	47	69	116
sample10	female	X	gene_test_61	test_escape	45	71	116
sample11	female	X	gene_test_61	test_escape	69	47	116
sample12	female	X	gene_test_61	test_escape	40	76	116
sample13	female	X	gene_test_61	test_escape	41	75	116
sample14	female	X	gene_test_61	test_escape	52	64	116
sample15	female	X	gene_test_61	test_escape	58	58	116
sample16	female	X	gene_test_61	test_escape	55	61	116
sample17	female	X	gene_test_61	test_escape	51	65	116
sample18	female	X	gene_test_61	test_escape	59	57	116
sample19	female	X	gene_test_61	test_escape	56	60	116
sample20	female	X	gene_test_61	test_escape	51	65	116
sample21	female	X	gene_test_61	test_escape	69	47	116
sample22	female	X	gene_test_61	test_escape	52	64	116
sample23	female	X	gene_test_61	test_escape	38	78	116
sample24	female	X	gene_test_61	test_escape	52	64	116
sample25	female	X	gene_test_61	test_escape	60	56	116
sample26	female	X	gene_test_61	test_escape	35	81	116
sample27	female	X	gene_test_61	test_escape	52	64	116
sample28	female	X	gene_test_61	test_escape	48	68	116
sample29	female	X	gene_test_61	test_escape	57	59	116
sample30	female	X	gene_test_61	test_escape	54	62	116
sample31	female	X	gene_test_61	test_escape	65	51	116
sample32	female	X	gene_test_61	test_escape	69	47	116
sample33	female	X	gene_test_61	test_escape	49	67	116
sample34	female	X	gene_test_61	test_escape	54	62	116
sample35	female	X	gene_test_61	test_escape	44	72	116
sample36	female	X	gene_test_61	test_escape	45	71	116
sample37	female	X	gene_test_61	test_escape	50	66	116
sample38	female	X	gene_test_61	test_escape	48	68	116
sample39	female	X	gene_test_61	test_escape	57	59	116
sample40	female	X	gene_test_61	test_escape	40	76	116
sample1	female	X	gene_test_62	test_escape	25	35	60
sample2	female	X	gene_test_62	test_escape	31	29	60
sample3	female	X	gene_test_62	test_escape	21	39	60
sample4	female	X	gene_test_62	test_escape	26	34	60
sample5	female	X	gene_test_62	test_escape	30	30	60
sample6	female	X	gene_test_62	test_escape	30	30	60
sample7	female	X	gene_test_62	test_escape	33	27	60
sample8	female	X	gene_test_62	test_escape	24	36	60
sample9	female	X	gene_test_62	test_escape	32	28	60
sample10	female	X	gene_test_62	test_escape	27	33	60
sample11	female	X	gene_test_62	test_escape	28	32	60
sample12	female	X	gene_test_62	test_escape	27	33	60
sample13	female	X	gene_test_62	test_escape	28	32	60
sample14	female	X	gene_test_62	test_escape	28	32	60
sample15	female	X	gene_test_62	test_escape	24	36	60
sample16	female	X	gene_test_62	test_escape	31	29	60
sample17	female	X	gene_test_62	test_escape	28	32	60
sample18	female	X	gene_test_62	test_escape	24	36	60
sample19	female	X	gene_test_62	test_escape	28	32	60
sample20	female	X	gene_test_62	test_escape	33	27	60
sample21	female	X	gene_test_62	test_escape	25	35	60
sample22	female	X	gene_test_62	test_escape	21	39	60
sample23	female	X	gene_test_62	test_escape	23	37	60
sample24	female	X	gene_test_62	test_escape	32	28	60
sample25	female	X	gene_test_62	test_escape	23	37	60
sample26	female	X	gene_test_62	test_escape	25	35	60
sample27	female	X	gene_test_62	test_escape	31	29	60
sample28	female	X	gene_test_62	test_escape	32	28	60
sample29	female	X	gene_test_62	test_escape	25	35	60
sample30	female	X	gene_test_62	test_escape	26	34	60
sample31	female	X	gene_test_62	test_escape	22	38	60
sample32	female	X	gene_test_62	test_escape	29	31	60
sample33	female	X	gene_test_62	test_escape	32	28	60
sample34	female	X	gene_test_62	test_escape	41	19	60
sample35	female	X	gene_test_62	test_escape	16	44	60
sample36	female	X	gene_test_62	test_escape	35	25	60
sample37	female	X	gene_test_62	test_escape	21	39	60
sample38	female	X	gene_test_62	test_escape	28	32	60
sample39	female	X	gene_test_62	test_escape	25	35	60
sample40	female	X	gene_test_62	test_escape	21	39	60
sample1	female	X	gene_test_63	test_escape	45	31	76
sample2	female	X	gene_test_63	test_escape	29	47	76
sample3	female	X	gene_test_63	test_escape	34	42	76
sample4	female	X	gene_test_63	test_escape	41	35	76
sample5	female	X	gene_test_63	test_escape	46	30	76
sample6	female	X	gene_test_63	test_escape	34	42	76
sample7	female	X	gene_test_63	test_escape	34	42	76
sample8	female	X	gene_test_63	test_escape	36	40	76
sample9	female	X	gene_test_63	test_escape	40	36	76
sample10	female	X	gene_test_63	test_escape	27	49	76
sample11	female	X	gene_test_63	test_escape	38	38	76
sample12	female	X	gene_test_63	test_escape	25	51	76
sample13	female	X	gene_test_63	test_escape	23	53	76
sample14	female	X	gene_test_63	test_escape	32	44	76
sample15	female	X	gene_test_63	test_escape	40	36	76
sample16	female	X	gene_test_63	test_escape	31	45	76
sample17	female	X	gene_test_63	test_escape	43	33	76
sample18	female	X	gene_test_63	test_escape	30	46	76
sample19	female	X	gene_test_63	test_escape	33	43	76
sample20	female	X	gene_test_63	test_escape	38	38	76
sample21	female	X	gene_test_63	test_escape	36	40	76
sample22	female	X	gene_test_63	test_escape	30	46	76
sample23	female	X	gene_test_63	test_escape	26	50	76
sample24	female	X	gene_test_63	test_escape	39	37	76
sample25	female	X	gene_test_63	test_escape	32	44	76
sample26	female	X	gene_test_63	test_escape	44	32	76
sample27	female	X	gene_test_63	test_escape	26	50	76
sample28	female	X	gene_test_63	test_escape	47	29	76
sample29	female	X	gene_test_63	test_escape	44	32	76
sample30	female	X	gene_test_63	test_escape	30	46	76
sample31	female	X	gene_test_63	test_escape	34	42	76
sample32	female	X	gene_test_63	test_escape	38	38	76
sample33	female	X	gene_test_63	test_escape	36	40	76
sample34	female	X	gene_test_63	test_escape	41	35	76
sample35	female	X	gene_test_63	test_escape	47	29	76
sample36	female	X	gene_test_63	test_escape	41	35	76
sample37	female	X	gene_test_63	test_escape	33	43	76
sample38	female	X	gene_test_63	test_escape	28	48	76
sample39	female	X	gene_test_63	test_escape	38	38	76
sample40	female	X	gene_test_63	test_escape	35	41	76
sample1	female	X	gene_test_64	test_escape	12	14	26
sample2	female	X	gene_test_64	test_escape	10	16	26
sample3	female	X	gene_test_64	test_escape	10	16	26
sample4	female	X	gene_test_64	test_escape	8	18	26
sample5	female	X	gene_test_64	test_escape	9	17	26
sample6	female	X	gene_test_64	test_escape	17	9	26
sample7	female	X	gene_test_64	test_escape	13	13	26
sample8	female	X	gene_test_64	test_escape	7	19	26
sample9	female	X	gene_test_64	test_escape	9	17	26
sample10	female	X	gene_test_64	test_escape	12	14	26
sample11	female	X	gene_test_64	test_escape	6	20	26
sample12	female	X	gene_test_64	test_escape	11	15	26
sample13	female	X	gene_test_64	test_escape	9	17	26
sample14	female	X	gene_test_64	test_escape	8	18	26
sample15	female	X	gene_test_64	test_escape	11	15	26
sample16	female	X	gene_test_64	test_escape	13	13	26
sample17	female	X	gene_test_64	test_escape	15	11	26
sample18	female	X	gene_test_64	test_escape	10	16	26
sample19	female	X	gene_test_64	test_escape	10	16	26
sample20	female	X	gene_test_64	test_escape	13	13	26
sample21	female	X	gene_test_64	test_escape	9	17	26
sample22	female	X	gene_test_64	test_escape	11	15	26
sample23	female	X	gene_test_64	test_escape	14	12	26
sample24	female	X	gene_test_64	test_escape	9	17	26
sample25	female	X	gene_test_64	test_escape	11	15	26
sample26	female	X	gene_test_64	test_escape	13	13	26
sample27	female	X	gene_test_64	test_escape	13	13	26
sample28	female	X	gene_test_64	test_escape	11	15	26
sample29	female	X	gene_test_64	test_escape	6	20	26
sample30	female	X	gene_test_64	test_escape	15	11	26
sample31	female	X	gene_test_64	test_escape	14	12	26
sample32	female	X	gene_test_64	test_escape	14	12	26
sample33	female	X	gene_test_64	test_escape	8	18	26
sample34	female	X	gene_test_64	test_escape	14	12	26
sample35	female	X	gene_test_64	test_escape	7	19	26
sample36	female	X	gene_test_64	test_escape	14	12	26
sample37	female	X	gene_test_64	test_escape	12	14	26
sample38	female	X	gene_test_64	test_escape	9	17	26
sample39	female	X	gene_test_64	test_escape	10	16	26
sample40	female	X	gene_test_64	test_escape	12	14	26
sample1	female	X	gene_test_65	test_escape	24	25	49
sample2	female	X	gene_test_65	test_escape	23	26	49
sample3	female	X	gene_test_65	test_escape	21	28	49
sample4	female	X	gene_test_65	test_escape	19	30	49
sample5	female	X	gene_test_65	test_escape	24	25	49
sample6	female	X	gene_test_65	test_escape	19	30	49
sample7	female	X	gene_test_65	test_escape	17	32	49
sample8	female	X	gene_test_65	test_escape	25	24	49
sample9	female	X	gene_test_65	test_escape	34	15	49
sample10	female	X	gene_test_65	test_escape	24	25	49
sample11	female	X	gene_test_65	test_escape	21	28	49
sample12	female	X	gene_test_65	test_escape	18	31	49
sample13	female	X	gene_test_65	test_escape	21	28	49
sample14	female	X	gene_test_65	test_escape	22	27	49
sample15	female	X	gene_test_65	test_escape	24	25	49
sample16	female	X	gene_test_65	test_escape	22	27	49
sample17	female	X	gene_test_65	test_escape	24	25	49
sample18	female	X	gene_test_65	test_escape	18	31	49
sample19	female	X	gene_test_65	test_escape	29	20	49
sample20	female	X	gene_test_65	test_escape	22	27	49
sample21	female	X	gene_test_65	test_escape	27	22	49
sample22	female	X	gene_test_65	test_escape	26	23	49
sample23	female	X	gene_test_65	test_escape	22	27	49
sample24	female	X	gene_test_65	test_escape	20	29	49
sample25	female	X	gene_test_65	test_escape	26	23	49
sample26	female	X	gene_test_65	test_escape	18	31	49
sample27	female	X	gene_test_65	test_escape	19	30	49
sample28	female	X	gene_test_65	test_escape	28	21	49
sample29	female	X	gene_test_65	test_escape	23	26	49
sample30	female	X	gene_test_65	test_escape	24	25	49
sample31	female	X	gene_test_65	test_escape	26	23	49
sample32	female	X	gene_test_65	test_escape	20	29	49
sample33	female	X	gene_test_65	test_escape	32	17	49
sample34	female	X	gene_test_65	test_escape	31	18	49
sample35	female	X	gene_test_65	test_escape	9	40	49
sample36	female	X	gene_test_65	test_escape	26	23	49
sample37	female	X	gene_test_65	test_escape	23	26	49
sample38	female	X	gene_test_65	test_escape	18	31	49
sample39	female	X	gene_test_65	test_escape	28	21	49
sample40	female	X	gene_test_65	test_escape	30	19	49
sample1	female	X	gene_test_66	test_subject	4	44	48
sample2	female	X	gene_test_66	test_subject	5	43	48
sample3	female	X	gene_test_66	test_subject	3	45	48
sample4	female	X	gene_test_66	test_subject	8	40	48
sample5	female	X	gene_test_66	test_subject	4	44	48
sample6	female	X	gene_test_66	test_subject	6	42	48
sample7	female	X	gene_test_66	test_subject	5	43	48
sample8	female	X	gene_test_66	test_subject	5	43	48
sample9	female	X	gene_test_66	test_subject	4	44	48
sample10	female	X	gene_test_66	test_subject	7	41	48
sample11	female	X	gene_test_66	test_subject	9	39	48
sample12	female	X	gene_test_66	test_subject	8	40	48
sample13	female	X	gene_test_66	test_subject	10	38	48
sample14	female	X	gene_test_66	test_subject	12	36	48
sample15	female	X	gene_test_66	test_subject	14	34	48
sample16	female	X	gene_test_66	test_subject	14	34	48
sample17	female	X	gene_test_66	test_subject	10	38	48
sample18	female	X	gene_test_66	test_subject	12	36	48
sample19	female	X	gene_test_66	test_subject	9	39	48
sample20	female	X	gene_test_66	test_subject	12	36	48
sample21	female	X	gene_test_66	test_subject	5	43	48
sample22	female	X	gene_test_66	test_subject	6	42	48
sample23	female	X	gene_test_66	test_subject	6	42	48
sample24	female	X	gene_test_66	test_subject	4	44	48
sample25	female	X	gene_test_66	test_subject	14	34	48
sample26	female	X	gene_test_66	test_subject	6	42	48
sample27	female	X	gene_test_66	test_subject	3	45	48
sample28	female	X	gene_test_66	test_subject	8	40	48
sample29	female	X	gene_test_66	test_subject	6	42	48
sample30	female	X	gene_test_66	test_subject	3	45	48
sample31	female	X	gene_test_66	test_subject	13	35	48
sample32	female	X	gene_test_66	test_subject	11	37	48
sample33	female	X	gene_test_66	test_subject	10	38	48
sample34	female	X	gene_test_66	test_subject	18	30	48
sample35	female	X	gene_test_66	test_subject	11	37	48
sample36	female	X	gene_test_66	test_subject	13	35	48
sample37	female	X	gene_test_66	test_subject	11	37	48
sample38	female	X	gene_test_66	test_subject	14	34	48
sample39	female	X	gene_test_66	test_subject	13	35	48
sample40	female	X	gene_test_66	test_subject	11	37	48
sample1	female	X	gene_test_67	test_subject	3	51	54
sample2	female	X	gene_test_67	test_subject	3	51	54
sample3	female	X	gene_test_67	test_subject	4	50	54
sample4	female	X	gene_test_67	test_subject	3	51	54
sample5	female	X	gene_test_67	test_subject	8	46	54
sample6	female	X	gene_test_67	test_subject	11	43	54
sample7	female	X	gene_test_67	test_subject	4	50	54
sample8	female	X	gene_test_67	test_subject	7	47	54
sample9	female	X	gene_test_67	test_subject	4	50	54
sample10	female	X	gene_test_67	test_subject	3	51	54
sample11	female	X	gene_test_67	test_subject	10	44	54
sample12	female	X	gene_test_67	test_subject	8	46	54
sample13	female	X	gene_test_67	test_subject	14	40	54
sample14	female	X	gene_test_67	test_subject	13	41	54
sample15	female	X	gene_test_67	test_subject	15	39	54
sample16	female	X	gene_test_67	test_subject	13	41	54
sample17	female	X	gene_test_67	test_subject	15	39	54
sample18	female	X	gene_test_67	test_subject	19	35	54
sample19	female	X	gene_test_67	test_subject	14	40	54
sample20	female	X	gene_test_67	test_subject	11	43	54
sample21	female	X	gene_test_67	test_subject	4	50	54
sample22	female	X	gene_test_67	test_subject	6	48	54
sample23	female	X	gene_test_67	test_subject	2	52	54
sample24	female	X	gene_test_67	test_subject	2	52	54
sample25	female	X	gene_test_67	test_subject	9	45	54
sample26	female	X	gene_test_67	test_subject	2	52	54
sample27	female	X	gene_test_67	test_subject	12	42	54
sample28	female	X	gene_test_67	test_subject	3	51	54
sample29	female	X	gene_test_67	test_subject	5	49	54
sample30	female	X	gene_test_67	test_subject	3	51	54
sample31	female	X	gene_test_67	test_subject	16	38	54
sample32	female	X	gene_test_67	test_subject	11	43	54
sample33	female	X	gene_test_67	test_subject	10	44	54
sample34	female	X	gene_test_67	test_subject	11	43	54
sample35	female	X	gene_test_67	test_subject	15	39	54
sample36	female	X	gene_test_67	test_subject	13	41	54
sample37	female	X	gene_test_67	test_subject	12	42	54
sample38	female	X	gene_test_67	test_subject	15	39	54
sample39	female	X	gene_test_67	test_subject	6	48	54
sample40	female	X	gene_test_67	test_subject	13	41	54
sample1	female	X	gene_test_68	test_subject	16	159	175
sample2	female	X	gene_test_68	test_subject	15	160	175
sample3	female	X	gene_test_68	test_subject	15	160	175
